review_id,business_id,text,date
4_YLMltSgfLpbOIyRn7dZQ,9Abj5AABzqdXREl1wzSudg,"Visiting Peddlers Village for the 1st time. We were courteously greeted by a man at the register. When we asked for seating the gentlemen informed us that there's a room next to their wine tasting area opened. It was very SPACIOUS and wasn't too crowded so we got to rest our feet and enjoy our mulled wines there.

I LOVE MULLED WINE AND couldn't decide between their selection.....Spiced Apple or Holiday Spirit. The host at the wine tasting bar offered samples to assist with my decision. HOLIDAY SPIRIT was tasty and kept us very warm. It was FLAVORFUL and PERFECTLY spiced.  We had a wonderful experience from our greeting to grabbing our mulled wines to go! :) 

I would recommend making a stop here. Overall service and wine was very GOOOOD!!",2022-01-16 03:22:13
7k3IGJZsli3krRgICVvQIw,UG9yclkxBcsHFb9U2Q_WdQ,Best Chinese takeout in the Carrollwood area!  We have been searching for a good Chinese takeout place since we moved into the area 3 years ago from south Tampa.  We've found it!!,2022-01-15 02:12:33
fjcLwhtqe_lTHLtS-4KL4w,sVZb87xjhbCWHQ2UXOGLrA,"Enjoyed a wonderful NYE dinner at Giorgios last night. Warm welcome. Great service. Delicious food. NYE menu had so many great choices. We enjoyed the mussels and clams -sauce was great, plus the grilled Cesear salad and prosciutto and melon. We also loved our entrees....lobster ravioli with lumps of crab meat, huge tender pork chop, and perhaps the best ever rack of lamb. We capped it off with housemade tiaramisu and cheesecake. All portions were generous. Every bite was a treat. Prices were great. BYOB. Will definitely be back. We were very lucky to score a table there last night. Reservation recommended!",2022-01-01 21:47:17
TtdtIQlS08X7ckyEBD4XWQ,QokjsqnXcZqk6ktxSLPD4w,"Buyer beware. I bought my 2021 Tacoma last February which was an overall great experience. But I am changing my rating after I took my truck in for it's first oil change and found out I was being charged full price even though I have the GEM membership. (5 free oil changes for first 5 years) To keep this short, it is due to a incorrect date listing on there finance records. With one date saying I bought the truck in November 2020 and another saying the correct date of February 2021. This nullified my entire membership on there books even though I have the appropriate paperwork saying otherwise. The rating at this point is because it has been a month and a half of me reaching out to the dealership and all I receive back is ""ya it should be taken care of in a couple days"". Not once have they reached out to update me about anything. It's more of a major inconvenience and shows there lack of customer service capabilities that I did not expect from a well respected company and brand. I will have a tough time recommending Toyota at any point in the future even though I do truly love my truck. As well, the remote connect with your phone is only a trail to give you a heads up as mine ended after eight months even though I have heard of other people getting the service for 2 years? The car starter on the fob is terrible and has about a range of 20ft. Kind of embarrassing considering the fact there are self driving cars on the roads today.",2022-01-11 21:03:50
74-i4yWCf_YyfBMMO8jLjg,s9ceDy-cVHe0uzvZpWq87Q,"Came here for a friend's birthday and was immediately
impressed with how clean and modern the interior was.
Definitely a bit more upscale than your typical hole in
the wall Chinese restaurant. Altogether, 3 of us ordered
5 dishes (including 2 appetizers) : Dan Dan noodles,
scallion pancakes, fatty beef sour radish soup, salt and
pepper dried squid, and spicy lamb chops.
Squid was an easy favorite, but I'm always a sucker for
that chewy goodness. I have to give a special shout out
to the radish soup. I would order this dish again just for
the noodles. They had this almost firm-Jello-like
consistency that gave the most perfect bite! And the
broth itself was delicious and had a nice spicy kick to it.
Wouldn't order the lamb chops again - meat was dry
and it didn't go too well with the cumin marinade.
A bit on the pricier end, but I think it's appropriate for
the vibe and quality of food.",2022-01-10 09:38:00
oJaDHLLnUorvtrOf4blqqQ,6uNbwD6HI6dMNODvGCdQLg,"Food was awesome and super flavorful!  Shawarma combo platter was outstanding and you get a lot for the money!  Chicken Caesar wrap was good but we will probably try something different next time.  Pita bread was awesome and the hummus was very good!  Inside was clean and bright.  We will definitely be going back soon.  The meats in the combo platter were definitely the highlight of the meal!  We went in and ordered food to go - service was very friendly and helpful.  You get a choice of sauces, we won't get the white sauce next time - it was mediocre.  But the meat was so good it didn't need sauce so it was no big deal.",2022-01-13 23:34:45
rGF5GwENwPk-_bFGfb9eVA,LHQCNsF-VEFOV0xRlfLuLQ,"Recommended: Expert staff, and top-quality supplies and feeders.

We have room with large windows facing a small courtyard that seemed perfect for a couple of bird feeders,  and wanted to attract hummingbirds and small birds.  In Tucson, hummingbird supplies are available in most hardware and independent pet supply shops.  So why shop here?  In a word, bird expertise and top-quality bird food and supplies.  I had really mixed results, not attracting the birds we wanted to see, and other small challenges, and the advice was really helpful.  I had challenges such as: I was baffled when my humming bird feeders would empty out in a single night.  ""Nectar bats"" were the culprit, according to store staff.  They knock the hummingbird feeders such that that spill the nectar, and catch the nectar in mid-flight.  ""But they migrate, and they'll be gone in a month.  You can bring the feeder in at night.""  Okay.  That was indeed the culprit.

Then we wanted to attract smaller birds.  ""Try the finch feeder -- only finches can feed on it, and it uses a special seed that only finches eat.""  Okay.  Tried it, and of course, it worked.

The larger birds, especially the white pigeons, were pretty aggressive.  ""Try this feeder -- it's such that the larger birds can't perch and feed.""  Okay.  Tried that, and it worked as advertised (large birds eat the seed that falls to the ground -- win-win for all concerned).  

The bottom line: We follow staff advice, and now, on most days, the courtyard looks like an aviary.",2022-01-10 19:30:11
SCs1OecpRo8E67W-keObJw,CgiwCrXs3Ggu9eKFPIgjtA,"Hubbz had NY strip and it was wonderful. Thick generous portion. I had the coconut crusted mahi - it was topped with mango chutney, so a bit of a sweeter - but delicious- presentation. We each had a couple Key Lime martinis - they we sooo good. Great service too!",2022-01-12 01:09:04
IEYw7yrjy6sIDhVjh8sCjw,KzzGpjfUs3DGkNGi46yoeA,I got here at 6:02pm on a Sunday and it was already closed and no one could help. The hours of operation should be adjusted.,2022-01-17 02:04:06
XW6BU6Y5ULACzf_DU9C2sw,ta0D02-YVpTJ5gzMAUMBTQ,"Uhm not so sure about this place. I've been only one times before. Long before Covid. I know that has changed A LOT of things in the restaurant/business world. Hubby brought me here on a Monday as the sign said open. As noted it's a bit of a strange location, but the interior really is beautiful.  I think we got there about 3:30 and walked in to the place all to ourselves.  Nobody was behind the bar, we kind of saw half of someone lingering in the back. About 6-7 minutes of just sitting there (also got uninterrupted pictures of the place so that was cool) a lady walked out and asked if she could help us.  It was the most unwelcome greeting I've had in a long time. I asked if they had butterscotch schnapps as that is what I was craving, they do not so I just ordered a white Russian as a martini.  My husband ordered a Shirley temple as he is not a big drinker. She like half laughed/scoffed at him in the rudest way when he ordered that. I was pretty angry when she did that and felt like leaving right then and there. Not to mention sounded like she had been coughing in the back room before coming out. 

However she then ended up asking me if I would like vanilla vodka in my drink and I said yes. I thought that was nice she asked.  She made our drinks and we ordered a pepperoni flat bread.  Seems she may have been the only worker as she went in the back and stayed there, all the while coughing more which really stressed me out. Wondering if she was tainting our food honestly, hate to think like that but the vibe we got was not good. 

While drinking my drink it was okay I kind of didn't like it but it was drinkable, I noted to my husband that it tasted a little too much like a coffee espresso drink and that I had never had a White Russian that tasted like that - maybe the vanilla vodka had thrown it off.  Of note, I do not drink coffee I don't like it.  The pizza then came out looking delicious, And it was. It was very very good with lots of pepperoni that had a great kick to it.  Once we finished that we were ready to go. Nobody else had come in yet and it was just very awkward.  She warmed up s bit knowing we were leaving and asked how my drink was, I said it was good - she pulled out a bottle and said ""I used this instead of kahlua"" - it was espresso liquor.  It was strange to me that she asked if vanilla vodka was ok but didn't ask if his espresso liquor was ok. I would have said no to that. Cry face. 

Anyhow I think she was happy to see us go and we were happy to go.  The reason for 3 stars is the flatbread and the atmosphere/decor. Seems like it could be an amazing place, we may try it on a weekend night instead of when nobody else is there but I also was pretty turned off by the whole experience, however again i do know things are weird. I'm not sure if that was the owner we encountered. I came upon a review about a year ago that touched on same thing as me, a very unwelcoming feeling. Very strange as that initial interaction set the tone, would have been nice if she had come out introduced Herself and acted like she cared. :(",2022-01-19 04:29:35
Y-rjdjtU-Q_XO4dNGLXWCg,EBNnt8PzxWxjbTk4qXCeMg,"My dad and I came here about half and hour before close but they still had all flavors available. The staff were nice and willing to answer any questions we had since it was our first time there. They had a ton of flavors to choose from (my dad and i both got Oreo in a waffle cone). The ice cream did NOT disappoint. If you need a sweet treat, definitely come check this place out.",2022-01-11 21:17:22
c4M9Wx29BiEXdHjSxRIFJw,XRkkeKwTq08ufxFfFZnAkA,"Made reservation for New Year's Eve. When arrived, entire empty table away from front door and cold draft was not offered as seating. We were seated directly in front of door, temperatures outside were below 32-degrees Fahrenheit. Asked to be seated away from door but were denied by host. Food wasn't that great, but we were hungry. Service, except for poor table option, was good. Disappointing.",2022-01-07 14:10:00
UIY1wjtoaZdNPfFFWEdAsg,hodLyDkWXAosXLSTKDL06Q,"We had the pork vindaloo and butter chicken along with the chicken pakora, naan and rice. The naan was so light and fluffy. So fresh-- the best we've ever had!! The pork vindaloo was bursting with flavor. The chicken pakora was recommended by our waiter and was really good!! The butter chicken was full of chunks of chicken and was super creamy. It wasn't the best we've had, but it was good. The only server was busting his butt! Definitely recommend this place!",2022-01-16 02:21:00
bk2-d3G2hx56jIJ_jMZpmw,oVr68YLI0PMSkEc_SHMkFA,"The server was fantastic in the lounge. She was attentive and anticipated our needs. The sushi, however needed a lot of work. It was mediocre. Definitely not recommended for real sushi eaters. I got the Clayton, Alaska, and California. All were just OK. I wish they had more authentic sushi. 

Overall I'm a fan of the service but would not eat in the lounge again.",2022-01-09 15:18:24
2rK-ztmWEbQ_N-Vh8YmBfw,tVELQMCI0485CPvgtTlMDA,Let me start by saying that I love Duck Donuts.  The reason for poor rating was the staff.  Not that they were not friendly but every girl working there appeared that they rolled out of bed and straight to work.  5 girls were working the morning of 1/8 and they all looked like they combed hair with a blender.  Their hair was so messy and hanging in their faces.  One girl making a milkshake kept pushing hair out of her face so she could see.  I am sure people had hair on donuts.   Come on management!   This is disgusting.,2022-01-09 00:06:46
Rh7gLnlrLtud9-cJ2U2BAQ,cxO6sGcERAAT2NKAZBfx3w,"Rating one star because there is no option for zero. 

READ NEGATIVE REVIEWS before you consider living in this apartment complex. The staff is condescending, unprofessional, and inexperienced. I've had problems with this complex from the day I moved in, which due to a leasing office mistake I moved in a day later than scheduled.

The first maintenance request my roommate and I reported was about our a/c not working on the hottest days of the year.After 3 days maintenance was sent down, looked at our thermostat and told us nothing was wrong. Our thermostat was set to 75 degrees, but was constantly running for 18 hrs a day and the temperature was staying at 89 degrees all day long.Three days later the A/C was still constantly running and had not been repaired.4 more calls, and around a week later during a call to the front office, I requested to speak to the property manager and maintenance supervisor ASAP, at this point the lady working in the office yells at me!! She said ""Who the hell do you think you are? You can't tell me what to do!""... I hung up and 10 minutes later maintenance was at my door, took an hour to repair my A/C, and again said nothing was wrong. Due to the lack of repairs our electrical bill TRIPLED in price!!

During the summer storms this year my unit received plenty of water damage to the ceiling, and the walls. My roommate and I again, reported it the same day it occurred. A day later maintenance shows up  with buckets to catch the dripping water and cuts the bubbled ceiling off to let the drywall dry. A week goes by with no sign of the maintenance coming back and we notice staining and green/brown/orange/black/grey mildew and mold growing around the cut out area. I am allergic to mold and reported it to the office staff immediately, the answer I got was unacceptable and extremely unprofessional....... I was told that Arizona doesn't have a mold problem and they would paint over it when they got the chance.... Completely disregarding my allergy. TWO MONTHS go by and not a single repair was made for the water damage, I personally went to the office to speak the the property manager and I was told my unit was the worst in the whole complex and they wouldn't work on it because the roof was under warranty and they wont touch it until they get that settled. I gave it another two weeks and not a single email, phone call, nothing. I once again go to the office and they feed me the same line, but this time the property manager offers to move us to a sister complex with higher rent and less amenities. I said no. Then she offered an apartment in this same complex two buildings over that also did not have the same amenities and we would have to wait three months just before we moved in. I said no. We signed a lease for this exact apartment and they are supposed to keep it habitable and make reasonable repairs in a timely manner. Not a single update came back to us. We made a final maintenance request and demanded it be taken care of. The same day the maintenance supervisor came and cut the moldy drywall off the ceiling, exposed the rotting insulation, scraped off the mold and then placed the exact same piece of drywall back onto the roof and covered it up. We immediately told him that was not acceptable and we were not satisfied with the repair made. Another note, the maintenance WILL NOT clean up their mess. They left drywall shaving/paint/scuff marks all over the carpet, ""wood"" floors, and the walls, shown in pictures below. Now they claim to have fixed the issue and have not made anymore repairs. There is still a hole in the master bedroom bathroom that you can see in the pictures below. It has been 6 WHOLE MONTHS since I first reported this problem and I am still living with holes in my walls.

I could type pages explaining all the problems we have encountered at this unprofessional apartment complex but I decided to compact it to the most unsettling events. 
PLEASE READ THE NEGATIVE REVIEWS.",2022-01-06 22:53:27
LxcuAFVknJeSNju-14SK8w,ChtsrYW3VMynF38HVuJdBg,Great atmosphere and the food is delicious but you don't get very big portions for the money spent. Great service. Nice place for a dressy casual lunch or dinner.,2022-01-04 21:50:29
BitQPxc7pCsaUlhpQwWL0w,n1sTAd-dxmgOCctrki9dMg,"was a bit frustrated by our experience. Server kept ignoring us even tho it was practically empty inside. It seemed almost like there was some consistent miscommunication about who was supposed to be taking care of us. Our food was good, but it wasn't what we ordered. My partner and I both had to pick second choices for our meals because they were out of ingredients, which isn't a big deal but mixed with the being completely ignored a lot, it was not ideal.",2022-01-18 04:32:51
BtSSPhS5gTP3mdnnpvjtbQ,XEbH4l31GaUoaJ9RaBilqA,"This restaurant was very tasty! I tried it out with a friend enjoyed it. We both got the spicy ramen with pork belly and shrimp. The broth was flavorful and seasoned well. Although I am not from the Tampa area, I will be there next time I am in the area. Thank you Yelp friends for your recommendations. This place was good!!",2022-01-02 01:27:03
xSs-AX-K6B1H6LliVWAlPw,BO4SGeOWoFhnypKv9xvL6w,"I'm only giving it two stars for the convenience that it's in Target. But other than that, just go to the other Starbucks further down Manhattan. The baristas here always have an attitude and never make my drinks right. My orders are usually simple and they still seems to mess it up.",2022-01-17 16:01:59
9QOkP48Q1VuXa-CD32yinA,CRnqAB-ViEfQ0CQGOlEIeA,"Even though they had long lines and minimal staff and their menu only had three things on it. The food was amazing. The staff was soooo nice and awesome.
Their gumbo was sooooo good. We also had the bacon eggs and cheese grits , also very good, we had the chantili cake and we had to come back the next day and get a whole cake. We basically came to bywater bakery 3 out of the 5 days that we stayed in New Orleans! Highly recommend this place!!",2022-01-06 05:42:36
vuuQCzA846Rr8oQBKv7a7g,BXPhwXch2RPXOSA0HIsldw,"Food is very good and flavorful.   Had lentils (dal tadka), lamb curry, chicken Tikka and naan bread.   Been a few times and consistent.  My only complaint is the portion sizes are very small for the price.",2022-01-13 00:41:38
ghyKB9HpeLcvwWmXe3eTbQ,kbS-2VzNI6ulsmQg0szIWQ,"We visited Sparks Water Bar to celebrate my sisters birthday and had a delicious meal upstairs with a great view of the sunset and the sparks marina.

If you haven't been to Garwood's or Riva Grill, you definitely need to check out Sparks water bar. They all have beautiful views and similar decor, menu, and great service. The location is what makes this place extra special and worth the higher price tag, it's a beautiful experience to go along with good food and drinks. 

We started out with the classic Woody's, their signature cocktail that is fruity and blended with lots of rum. These go down easy!

We skipped appetizers and went straight to our meal, again, the price tag is a bit hefty so we were being mindful of the overall bill.

See photos for exactly what we ordered, everyone was pleased with their meal. I had the scallops which were cooked perfectly, well seasoned, and beautifully presented. The risotto was very creamy, almost a bit too much for my taste. I like a good al dente risotto. Hubby said that his prime rib was not as good as he expected. It is a very thick cut and was not very tender, although well seasoned and well sauced. The salmon was cooked medium, which is great for a salmon lover but my sister was thrown off that it wasn't fully cooked, but was also not asked how she'd like it done. She said it was delicious anyway. The pasta dish was a cross between carbonara and mac & cheese - very rich and creamy!

The brownie dessert was a freebie for the birthday girl, but we all shared it because it's a very large portion. The brownie is gooey and warm on the inside when it is served, absolutely delicious, and again it is beautifully presented!",2022-01-18 19:57:44
nrIx-MkWODBrDDDYWlniTw,JOU22FJLIZNsYRymOMnfkg,"Ordered a sushi ""burrito"" and some rolls. All i can say is that they were tasteless, also the rice was super hard which tells me one thing, it was cooked the day before or longer but definitely not fresh. I've had better sushi at buffets and eat more and spend less!!",2022-01-14 14:13:20
fuiXD3tTx1q0vyqZzgHo9w,Hff3OTS8g2nwX7RqCgI6vA,"Our friends ordered us a plain king cake via Uber eats and wow! It was fresh, delicious, moist, fluffy, and perfectly sweetened. As someone said, the ratio of icing to dough is spot on. Addictive. Give it a try!",2022-01-12 00:46:43
waRVwUX_lSrjyXZHpu34gA,qligw-otv_bjDqRlByud4A,The best salon on rte 45. They blow the competition out of the water! Keep up the amazing work!!!,2022-01-17 01:48:40
7BrJSurkN-7_vjbA-W5WSw,n_fUROdhfmLwd_mpBi55ew,Closed for construction and didn't notify Yelp or google - bad business - just walked 15 minutes to get here,2022-01-03 17:05:16
ZJifvLo0-QSkQ5GrY2ERGw,weJrl7T7Q_mmgG-9GlL9rQ,"We took our dog to this groomer three times. The first time was okay, second very good and third really dissatisfying. We have a Havanese who really needs a certified groomer. This groomer does not clip our dogs nails unless we expressly ask for it, and even then it's a chop job. The last grooming appointment was less than an hour and, as the dog's hair started growing out, it became evident it was just an electric clipper job done with very little care. We are not going back and will not recommend",2022-01-02 19:54:30
tHzltxwE7oUJyhR9ERil8g,PbMrgxJDW_3hVXUFg7U95w,Came in today for lunch and I'll let some things pass. For starters there was no ice for the drinks and the cashier gave no warning of it. So I have almost room temp drink and I ordered the famous bowl which came out looking like soup and not hot at all. I had more gravy then anything.,2022-01-14 16:16:21
gOttJI6QZqQqiVK_4b00AA,IjMs1n7UelI7ev_5IDl5kA,"Returning customer,  Been here a couple times. Today i noticed , The prices jumped through the roof. a small bowl of pho is 17$ and it's very small.
My boyfriend and I went we got a coffee, small steak pho soup, broken rice platter and spring roll... came to 60$ with tip. Almost left when I noticed the change but was already seated. Won't return ... it's just regular  pho, no atmosphere  no music and out of the way.",2022-01-07 02:18:51
vH9ephP2n-T5E9Ae37MmXQ,V3W_x72jYYf20GyoFdVRyQ,"Stayed one night for NYE. COVID protocols are not in place. Only saw one employee who was wearing a mask. Guests are walking around everywhere in the common areas without masks. Social distancing was not happening
in the dining area during breakfast which we observed as we were leaving. Otherwise, the room itself was great. Room is spacious and TV has Chromecast ability.",2022-01-01 21:38:59
Ey-3G1uVv5peH7xPAIQuxA,9Qe5ib0bCgRITjYn-iA-Bg,"Lobster Roll is pricey, $28.95, but worth every cent. My third one over the last few mo",2022-01-01 17:48:28
mrNRLyxVtRPMFtHfb0sL-Q,BTrBL0GRyaRtcXJCE521ZA,We have been using this branch of US Bank at the SaveMart on Pyramid Hwy for over 15 years. EVERYBODY is awesome. Always so friendly and competent. We could not ask for a better group of people to work with for our banking needs. They have been especially helpful on a bunch of Medallion Signatures that we have needed. I highly recommend. Diana and her crew are top notch.,2022-01-11 00:06:26
m_nQ3_vHXNXFOtW_t4vFrA,QYzYOJ7AY9av4qaSNlu2oQ,Really liked this place. I got my drink to go but I wanted to comeback and sit and work there if only it weren't three hours away. Great ambiance and drinks.,2022-01-16 21:12:22
ZeiaA2KX5HznndLxe3X2zA,S6ACtNZ5wY0EjmK07iWUgg,"Iron Hill used to be fantastic but they've been hit or miss lately (however that's not unheard of due to the pandemic) For the most part these days Iron hill food is fine- not great, not terrible, but fine. Our latest to-go order the food was mostly ok but the chicken pot pie was so bland I had to add in seasoning at home. (Salt it seemed was even missing- I know it wasn't me cause I was able to taste everything else and I'm not sick!). Hopefully once we as a society stop getting hammered by the plague they'll be able to be a bit more consistent",2022-01-14 03:18:05
haVCh8nSh-ibRCRBnqpvyg,1-W_U9Ah2P0J_vrjYfXOYw,"Every time I have visited the staff has been friendly, patient, caring and efficient. The facility is always clean and making an appointment is quick and easy.",2022-01-04 18:05:30
iyMRIaiTFZrGUTn4JWm5ig,-HJ6Eqr5r8KW6rHWQvfXXg,Thomas Edison does the job very well. They are very responsive and keep me posted regarding the entire progress. Will definitely work with them in the future when I need things they can do. The electrician arrived on time and finished the job in time. They even charge me less than the estimate when they realize they can do less to fix the issue.,2022-01-11 05:53:08
lUFJTwqy1hUyLlz9-fQEBA,_ya_aN-xVK3-LElgEM_8tw,"Today was my first time here, and I got two subs the Philly cheesesteak , and the Italian cold cold cut both the large. The service was great, food was great but the price was high $15 each sub. Prices are going up everywhere so people will be eating out less.",2022-01-15 18:50:23
IQr7dj18EV5VPHvIMQfmFA,mskYyOH-xVyBlBn9OLqu4Q,Avoid this place. We were there today on a cold winter morning and there was no heat. The eggs were over cooked and the breakfast potatoes were tasteless. The bathroom was filthy.,2022-01-15 15:15:16
mCQGL9jx_5M8oAeIcrSICA,K9urrbEJ0xjKiZ5nCdv9xQ,"The air pump has been out of order for months .. figured I could save some people a drive. Don't go to this location for air ! The gas pumps and sandwiches are fine.   I wonder how many people have wasted time driving to this location for air ...  whoever owns this one needs to fix the air pump .


NO AIR don't waste your time if you need air go to
Another location",2022-01-19 00:10:57
0Q3yWhnN9O2IiJK9GRvClg,QP31KpsLPUO7CfvPV6B9Qw,"After a very traumatic experience with a previous dentist I finally built the courage to find a dentist to fix the damage. 
All of my research led me to Dr. Chiara and I cannot be thankful enough for him and his staff. 
After a year and 2 months of not being able to chew on my right side Dr. Chiara fixed it right away. I felt comfortable and safe under the care of him and his staff.",2022-01-15 01:59:13
YAKl1uMARc9xk3-vlLw0xw,seKihQKpGGnCeLuELRQPSQ,"Good midweek get together with some co workers. I had a side salad with sweet potato fries. I'm on a veggie diet right not and found a few good option to put together to make it filling. Our waitress Christine was super nice and had great conversation. She also made me a strawberry lemonade , special order because it wasn't on the menu. I have nothing bad to say.",2022-01-15 16:24:17
69mzQaEn7oKZAXgGQNqTZA,W9y4JkMqy2dFNwYc3Y5cKQ,"Worst service ever! We used to enjoy going here until servers changed! Food quality also, seemed to have changed.",2022-01-15 02:56:08
kvT6Xb9UcGN2u7Ucv-iWNw,c5BT6OZTAJiIS3X9WZfIBw,"This was my first visit and due to Covid hadn't been for 2 years to an eye Dr. The scheduling was very simply, the optometrist Dr Cooke was very thorough and comprehensive in his exam. Staff who assisted me with tests and then picking out glasses after the exam were polite, efficient as well as gave helpful opinions in selecting a frame. I would absolutely recommend this practice and plan to return for my next eye exam when needed.",2022-01-13 00:01:05
SjPCpSfJdTROHLW_DlIePA,-HcABf2Y81fglisWWXPYdQ,"Food was mediocre at best and very overpriced. Service was friendly, but slow mostly because the restaurant is understaffed. Cool atmosphere and great location right across the street from the beach.",2022-01-15 18:43:24
-3f4Qxnft1x6nD9kBxvnEA,hHjCQ_GO8sqh98FatwyxsA,"I'm curious whether the hours shown on the Yelp app as well as Google are incorrect because after driving 30 minutes to this location we found it closed at 10 rather than 10:30. If hours have changed, that is understandable, but when we pulled up to the window we were completely ignored by the staff who looked at us and looked away. We had to knock on the window in order to ask whether they were still open. Very upsetting to receive such poor customer service, regardless of closing time confusion.",2022-01-16 05:24:22
A0SzX_XzDUxo-CyKwN-1uA,1CiK7oavAdHRGci5z0x9sA,"The staff was polite and helpful, but the hotel was a bit stingy on pillows and blankets. There was also no fridge, microwave, or phone to call the front desk from. 
Our issue was the smoke detector. The smoke detector kept going off, like the battery was low. We had the office change the battery three times. They said maintenance would get it fixed but during our stay, it did not get fixed. The beeping woke us up one night, and when we called the front desk, all they said was that someone would be up in the morning and hung up. Had to go get a battery from the front and change it ourselves. It would beep every 12 hours.",2022-01-10 00:53:48
GBFTu1ubKxh1jlGPvQKprA,dS6gpqyicmKQeHCwm3QoWA,"Great haircuts by an old pro! Nice clean shop and friendly patrons. Plenty of parking, never have to hunt for a spot!",2022-01-02 16:50:19
1tFLjW0NRldI9nPYvAgJpA,zXGnnVMCYHd4bTLP3Dqkug,"Hands down the best tacos I've ever had. Just do yourself a favor and stop. You will not regret it, I bet it will become your weekly taco place!!",2022-01-07 02:01:04
h4gvKtaJjixIMTYZ3r7R_g,1x-RDrMrLLdyl2eI34OsYQ,"Today I walked by this place and it smelled so good I couldn't pass it up. They have a menu online which showed KHAO MUN TOFU - Tofu over coconut, ginger and garlic rice and KHAO MUN GAI - Chicken over coconut, ginger and garlic rice. When I entered the restaurant I noticed the tofu dish wasn't listed on their in store menu, so I asked the person working and with smiling eyes he said ""yes, of course we can make that!"" This made me so happy because I adore tofu dishes, especially when they are paired with rice. Our dishes came quickly and both had a side of some incredible sauce and sliced cucumbers. This is a simple dish, but it is full of flavor. The coconut rice is outstanding, but the star of the show was the sauce! It was so good! Like a wonderful flavor explosion, not too sweet, not too salty and not too spicy. Flavors like this just don't exist in Reno and we are so happy to have found this here! 
Upon leaving, we stopped to chat with Perapol. He is so friendly and helpful and we are so thankful he decided to bring this wonderful food to Reno from the Bay area. We will definitely be back to try the Shabu Shabu and dumplings served on the weekends!",2022-01-14 00:40:19
O7Fw-fq3lnytMENzHtT_dw,HoycPhUjNJVQyb_XXwVD3g,"Went in and paid $170 for them to tell me my cat has a UTI and bacteria in ears. Paid for the standard ""exam"" fee, urinalysis and the ear test, paid for the ear cleaning and then paid for meds for both. First let me say my appointment was at 11:30 got there at 11:15 and they didn't even take me back until noon, and wasn't seen till 1230! Paid for everything (no biggie) then says I should come back to make sure the uti has cleared after a week... how about you offer complimentary checkups post initial appointment if it's not a sure thing the meds will work? Secondarily, the uti medication will not last a week! I still have 3 days to go and it's almost out, doing the prescribed 1ml every 12hrs. They either don't know how to measure (as when I received the bottle it was barely half full) or they need to start checking the dosage suggested. Thirdly, the picture attached is me cleaning my cats ears using a tissue just 4 days after getting her ears ""totally flushed and cleaned"" as they assured me for the price. It's irritating her ears too!!!!! I am LIVID this is my child!!! Just beside myself. I expect a call to speak about this asap.",2022-01-05 00:00:14
FZlSXRsYsbaTl9vYGGpgkw,V5_GSFYasyVDDoRFEmvP2g,"I recently moved to Florida and have been on the hunt for a great sushi spot. I went to Sunset beach near this sushi restaurant so I treated myself to dinner here on New Year's eve after the beach. It wasn't very busy when I first arrived but people slowly began trickling in. I noticed immediately that a lot of the people arriving all knew the sushi chefs by name and clearly were regulars. I sat at the bar by myself and ordered a small Sake, yellow tail sashimi, Escola sashimi, edamame and the Crazy roll. I finished every last bite and crumb, lol. The fish was definitely great quality and the service was prompt. They do have happy hour specials (rolls and appetizers) I know it ends at 7pm but I don't remember the start time. Overall it was a wonderful dinner experience. Great service, delicious food and reasonable prices. It is located in a shopping center so there is plenty of parking.",2022-01-05 21:12:13
Wgo11tpKCjvvvpZfl9ZypQ,hoYmmOhTurx1GdrER9gykQ,New to the area and decided to check out PDQ (which we've never had before). Phenomenal service and food was delicious. I would say just as good as chick filet. PDQ sauce was awesome something we've never tried before and spicy chicken nuggets and strips were delicious. Highly recommend.,2022-01-08 19:51:58
aCJIvecY-_9kRV_BDSikpA,-F7XzFOkZkh_J66oKTRhrw,"Great coffee, and great selection of Italian cookies and wonderful atmosphere.  They check all the boxes.",2022-01-02 13:52:58
kf74scvy40xYYizHp52bZA,ncqjFACGWbWzDWSUyIcX_A,"Pros: great customer service/price/timing
Cons: give your installers more time for installation - rushed work never ends well. 

We had a great experience with the rep Daniel.  Very pleasant and knowledgeable. Our shutters came in within the time frame they gave us ~4-6wks.
Installation with Michael went ok .  He did a phenomenal job on all windows except for the window on our kitchen --which was also the last one he installed; I wish he would have started with that one :(
He seem to be on a rush/frustrated at end (he kept getting phone calls).  The frame had to be cut and I wish he would had measure it instead of eye-balling it.  The gap was bigger than what I expected and had to be fill with calking and it was just to much calking for my liking.

Otherwise I would have given them 5-stars.",2022-01-19 19:12:08
VDwEM5jA5j_NNvLf-51GnQ,U2hkeMI-q4cS35QolJYN0A,"Solid 5! Amazing memorable experience. Food is delicious & delicate. Ambience is good & staff is really nice.
- Taisetsu - Garden of the divine - sake, very good quality & clean taste.
- Hamachi Carpaccio - beautiful dish. Great pieces of fish, and sauce was sooo flavorful I almost wanted to keep it & dip all our food in it.
- Pacific Rim Roll - good combination of fish & other goodies. Pretty good roll if you like Salmon & Hamachi
- Banzai Roll - easy delicious clean roll at a good price. We love hamachi :)
- Seared 5 - came with a piece of Toro, Hamachi, Salmon, Tai, & Hotategai all seared on top. Amazing dish with great flavors. I usually don't order seared or cooked fish at sushi restaurants, this was sooo good. Loved it.
- Grilled Miyazaki Wagyu A5 - just beautiful. Delicious piece of meat cooked perfectly. It was so good we ordered a 2nd round to finish our meal with.",2022-01-16 07:04:47
